#,Pattern,,Time (msec),,,,,Cumulative
,,,Absolute,vs. best,vs. mean,vs. median,,
2611,[575] N1 N2 N5 N3 S7 N5 N2 S1 N4 S8,3,974.3333333,47.76666667,29.46743976,30.4,1.31836E-05,0.997040833
2612,[686] N1 N2 N5 N3 S7 N5 N2 N1 S1 N4 S2,1,974.3666667,47.8,29.5007731,30.43333333,8.78906E-06,0.997049622
2613,[636] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S1,2,974.3666667,47.8,29.5007731,30.43333333,2.63672E-05,0.997075989
2614,[576] N1 N2 N5 N3 S3 N6 N4 S1 N2 S5,3,974.4333333,47.86666667,29.56743976,30.5,1.31836E-05,0.997089172
2615,[577] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S1,3,974.4666667,47.9,29.6007731,30.53333333,3.2959E-06,0.997092468
2616,[717] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 N3 S2,0,974.5,47.93333333,29.63410643,30.56666667,1.52588E-08,0.997092484
2617,[687] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S4,1,974.5,47.93333333,29.63410643,30.56666667,1.09863E-06,0.997093582
2618,[718] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 N3 S2,0,974.5333333,47.96666667,29.66743976,30.6,6.10352E-08,0.997093643
2619,[688] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S4,1,974.5333333,47.96666667,29.66743976,30.6,4.39453E-06,0.997098038
2620,[689] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S4,1,974.5333333,47.96666667,29.66743976,30.6,2.19727E-06,0.997100235
2621,[690] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S4,1,974.5333333,47.96666667,29.66743976,30.6,5.49316E-07,0.997100784
2622,[719] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 N3 S2,0,974.5666667,48,29.7007731,30.63333333,3.05176E-08,0.997100815
2623,[578] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S1,3,974.5666667,48,29.7007731,30.63333333,1.64795E-06,0.997102463
2624,[720] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 N3 S2,0,974.6,48.03333333,29.73410643,30.66666667,1.2207E-07,0.997102585
2625,[691] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 N5 S5,1,974.6333333,48.06666667,29.76743976,30.7,2.19727E-06,0.997104782
2626,[692] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S7,1,974.6666667,48.1,29.8007731,30.73333333,2.19727E-06,0.997106979
2627,[637] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S4,2,974.6666667,48.1,29.8007731,30.73333333,5.27344E-05,0.997159714
2628,[638] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S4,2,974.6666667,48.1,29.8007731,30.73333333,1.31836E-05,0.997172897
2629,[693] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S1,1,974.7,48.13333333,29.83410643,30.76666667,4.39453E-06,0.997177292
2630,[579] N1 N2 N5 N3 S7 N7 S3 N3 S7,3,974.7,48.13333333,29.83410643,30.76666667,0.000105469,0.997282761
2631,[580] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S8,3,974.7,48.13333333,29.83410643,30.76666667,1.64795E-06,0.997284409
2632,[639] N1 N2 N5 N3 S7 N7 S3 N6 N4 S1,2,974.7333333,48.16666667,29.86743976,30.8,0.000210938,0.997495346
2633,[640] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 S1,2,974.7333333,48.16666667,29.86743976,30.8,6.5918E-06,0.997501938
2634,[694] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S3,1,974.7666667,48.2,29.9007731,30.83333333,1.09863E-06,0.997503036
2635,[641] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 S1,2,974.7666667,48.2,29.9007731,30.83333333,2.63672E-05,0.997529404
2636,[581] N1 N2 N5 N3 S3 N7 S7 N3 S3,3,974.8333333,48.26666667,29.96743976,30.9,0.000105469,0.997634872
2637,[642] N1 N2 N5 N3 S3 N6 N4 S1 N2 N1 S4,2,974.9,48.33333333,30.03410643,30.96666667,2.63672E-05,0.99766124
2638,[721] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 N2 S1,0,974.9333333,48.36666667,30.06743976,31,4.88281E-07,0.997661728
2639,[643] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S4,2,974.9333333,48.36666667,30.06743976,31,5.27344E-05,0.997714462
2640,[582] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S2,3,974.9333333,48.36666667,30.06743976,31,8.23975E-07,0.997715286
2641,[583] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 S1,3,974.9333333,48.36666667,30.06743976,31,8.23975E-07,0.99771611
2642,[584] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S2,3,974.9333333,48.36666667,30.06743976,31,8.23975E-07,0.997716934
2643,[722] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 N5 S5,0,974.9666667,48.4,30.1007731,31.03333333,4.88281E-07,0.997717422
2644,[585] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 S1,3,974.9666667,48.4,30.1007731,31.03333333,3.2959E-06,0.997720718
2645,[586] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 S1,3,974.9666667,48.4,30.1007731,31.03333333,1.64795E-06,0.997722366
2646,[587] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 S1,3,974.9666667,48.4,30.1007731,31.03333333,4.11987E-07,0.997722778
2647,[588] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S2,3,975,48.43333333,30.13410643,31.06666667,1.64795E-06,0.997724426
2648,[723] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 N2 S1,0,975.0333333,48.46666667,30.16743976,31.1,4.88281E-07,0.997724915
2649,[589] N1 N2 N5 N3 S3 N6 N4 S2 N3 S3,3,975.0333333,48.46666667,30.16743976,31.1,1.31836E-05,0.997738098
2650,[590] N1 N2 N5 N3 S3 S2 N3 N5 N2 N1 S4,3,975.0333333,48.46666667,30.16743976,31.1,6.5918E-06,0.99774469
2651,[591] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S8,3,975.0333333,48.46666667,30.16743976,31.1,2.05994E-07,0.997744896
2652,[644] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S7,2,975.0666667,48.5,30.2007731,31.13333333,3.2959E-06,0.997748192
2653,[592] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S8,3,975.0666667,48.5,30.2007731,31.13333333,4.11987E-07,0.997748604
2654,[593] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S8,3,975.0666667,48.5,30.2007731,31.13333333,8.23975E-07,0.997749428
2655,[594] N1 N2 N5 N3 S2 S3 N3 N5 N2 N1 S4,3,975.1,48.53333333,30.23410643,31.16666667,3.2959E-06,0.997752724
2656,[595] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S8,3,975.1,48.53333333,30.23410643,31.16666667,1.64795E-06,0.997754372
2657,[596] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S2,3,975.1333333,48.56666667,30.26743976,31.2,4.11987E-07,0.997754784
2658,[597] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S2,3,975.1333333,48.56666667,30.26743976,31.2,4.11987E-07,0.997755196
2659,[695] N1 N2 N5 S7 N3 N5 S7 N3 N5 N2 S1,1,975.1666667,48.6,30.3007731,31.23333333,5.49316E-07,0.997755745
2660,[645] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 S5,2,975.1666667,48.6,30.3007731,31.23333333,2.05994E-07,0.997755951
2661,[646] N1 N2 N5 N3 S3 N7 S7 N3 N5 S5,2,975.1666667,48.6,30.3007731,31.23333333,2.63672E-05,0.997782318
2662,[647] N1 N2 N5 N3 S7 N7 S3 N3 N5 S5,2,975.1666667,48.6,30.3007731,31.23333333,2.63672E-05,0.997808685
2663,[648] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S3,2,975.1666667,48.6,30.3007731,31.23333333,1.64795E-06,0.997810333
2664,[598] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S2,3,975.1666667,48.6,30.3007731,31.23333333,1.64795E-06,0.997811981
2665,[696] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 N6 S3,1,975.2,48.63333333,30.33410643,31.26666667,8.78906E-06,0.99782077
2666,[649] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 S5,2,975.2,48.63333333,30.33410643,31.26666667,8.23975E-07,0.997821594
2667,[697] N1 N2 N5 N3 S7 N5 N3 S7 N5 N2 S1,1,975.2333333,48.66666667,30.36743976,31.3,4.39453E-06,0.997825989
2668,[698] N1 N2 N5 N3 S7 N5 N3 S7 N5 N3 S2,1,975.2333333,48.66666667,30.36743976,31.3,2.19727E-06,0.997828186
2669,[699] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 N6 S3,1,975.2333333,48.66666667,30.36743976,31.3,3.51563E-05,0.997863342
2670,[650] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 S5,2,975.2333333,48.66666667,30.36743976,31.3,4.11987E-07,0.997863754
2671,[651] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 S5,2,975.2666667,48.7,30.4007731,31.33333333,1.64795E-06,0.997865402
2672,[652] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S8,2,975.2666667,48.7,30.4007731,31.33333333,3.2959E-06,0.997868698
2673,[700] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 N5 S7,1,975.3,48.73333333,30.43410643,31.36666667,2.19727E-06,0.997870895
2674,[653] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 N3 S2,2,975.3,48.73333333,30.43410643,31.36666667,8.23975E-07,0.997871719
2675,[599] N1 N2 N5 N3 S7 N7 S3 N6 N4 S8,3,975.3,48.73333333,30.43410643,31.36666667,5.27344E-05,0.997924454
2676,[600] N1 N2 N5 N3 S3 N6 N4 S2 N3 S7,3,975.3666667,48.8,30.5007731,31.43333333,2.63672E-05,0.997950821
2677,[601] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 S5,3,975.3666667,48.8,30.5007731,31.43333333,1.31836E-05,0.997964005
2678,[724] N1 N2 N5 N3 S3 N7 S7 N3 N5 N2 S5,0,975.4,48.83333333,30.53410643,31.46666667,1.95313E-06,0.997965958
2679,[602] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S7,3,975.4,48.83333333,30.53410643,31.46666667,8.23975E-07,0.997966782
2680,[725] N1 N2 N5 N3 S7 N7 S3 N3 N5 N2 S5,0,975.4333333,48.86666667,30.56743976,31.5,1.95313E-06,0.997968735
2681,[726] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 N3 S2,0,975.4666667,48.9,30.6007731,31.53333333,4.88281E-07,0.997969223
2682,[603] N1 N2 N5 N3 S2 N4 N6 S3 N3 S7,3,975.4666667,48.9,30.6007731,31.53333333,2.63672E-05,0.99799559
2683,[604] N1 N2 N5 S7 N3 N5 N2 S1 N4 S2,3,975.4666667,48.9,30.6007731,31.53333333,3.2959E-06,0.997998886
2684,[605] N1 N2 N5 N3 S7 N5 N2 S1 N4 S2,3,975.5,48.93333333,30.63410643,31.56666667,1.31836E-05,0.99801207
2685,[606] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S3,3,975.5,48.93333333,30.63410643,31.56666667,4.11987E-07,0.998012482
2686,[727] N1 N2 N5 N3 S7 N5 N3 S3 N6 N4 S8,0,975.5333333,48.96666667,30.66743976,31.6,9.76563E-07,0.998013458
2687,[728] N1 N2 N5 S7 N3 N5 N2 N1 S1 N4 N6 S3,0,975.5666667,49,30.7007731,31.63333333,9.76563E-07,0.998014435
2688,[654] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S8,2,975.5666667,49,30.7007731,31.63333333,8.23975E-07,0.998015259
2689,[729] N1 N2 N5 N3 S7 N5 N2 N1 S1 N4 N6 S3,0,975.6,49.03333333,30.73410643,31.66666667,3.90625E-06,0.998019165
2690,[655] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S8,2,975.6,49.03333333,30.73410643,31.66666667,3.2959E-06,0.998022461
2691,[656] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S8,2,975.6,49.03333333,30.73410643,31.66666667,1.64795E-06,0.998024109
2692,[657] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S8,2,975.6,49.03333333,30.73410643,31.66666667,4.11987E-07,0.998024521
2693,[701] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S7,1,975.6333333,49.06666667,30.76743976,31.7,2.19727E-06,0.998026718
2694,[702] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S7,1,975.6333333,49.06666667,30.76743976,31.7,2.19727E-06,0.998028915
2695,[658] N1 N2 N5 N3 S3 N7 S7 N3 N5 S7,2,975.6333333,49.06666667,30.76743976,31.7,2.63672E-05,0.998055283
2696,[659] N1 N2 N5 N3 S7 N5 N3 S3 N7 S7,2,975.6333333,49.06666667,30.76743976,31.7,5.27344E-05,0.998108017
2697,[730] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 N5 S7,0,975.6666667,49.1,30.8007731,31.73333333,4.88281E-07,0.998108505
2698,[660] N1 N2 N5 N3 S7 N7 S3 N3 N5 S7,2,975.6666667,49.1,30.8007731,31.73333333,2.63672E-05,0.998134872
2699,[661] N1 N2 N5 S7 N3 N5 N2 N1 S1 N4 S8,2,975.6666667,49.1,30.8007731,31.73333333,3.2959E-06,0.998138168
2700,[703] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S7,1,975.7,49.13333333,30.83410643,31.76666667,4.39453E-06,0.998142563
2701,[662] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 S5,2,975.7,49.13333333,30.83410643,31.76666667,2.63672E-05,0.99816893
2702,[663] N1 N2 N5 N3 S7 N5 N2 N1 S1 N4 S8,2,975.7,49.13333333,30.83410643,31.76666667,1.31836E-05,0.998182114
2703,[664] N1 N2 N5 N3 S7 N5 N3 S7 N7 S3,2,975.7,49.13333333,30.83410643,31.76666667,5.27344E-05,0.998234848
2704,[704] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 N3 S3,1,975.7333333,49.16666667,30.86743976,31.8,1.09863E-06,0.998235947
2705,[705] N1 N2 N5 S5 N2 N5 N3 S7 N5 N3 S3,1,975.7333333,49.16666667,30.86743976,31.8,1.09863E-06,0.998237045
2706,[607] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S8,3,975.7333333,49.16666667,30.86743976,31.8,1.31836E-05,0.998250229
2707,[608] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S8,3,975.7333333,49.16666667,30.86743976,31.8,3.2959E-06,0.998253525
2708,[609] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S2,3,975.7333333,49.16666667,30.86743976,31.8,1.64795E-06,0.998255173
2709,[665] N1 N2 N5 N3 S3 N7 S7 N5 N3 S7,2,975.7666667,49.2,30.9007731,31.83333333,5.27344E-05,0.998307907
2710,[731] N1 N2 N5 S7 N3 N5 S7 N3 N5 N2 N1 S8,0,975.8,49.23333333,30.93410643,31.86666667,6.10352E-08,0.998307968
2711,[706] N1 N2 N5 N3 S7 N5 S5 N2 N5 N3 S3,1,975.8,49.23333333,30.93410643,31.86666667,2.19727E-06,0.998310165
2712,[666] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 S5,2,975.8,49.23333333,30.93410643,31.86666667,6.5918E-06,0.998316757
2713,[707] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S7,1,975.8333333,49.26666667,30.96743976,31.9,1.09863E-06,0.998317856
2714,[708] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S7,1,975.8333333,49.26666667,30.96743976,31.9,1.09863E-06,0.998318954
2715,[709] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S7,1,975.8666667,49.3,31.0007731,31.93333333,4.39453E-06,0.998323349
2716,[667] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 S7,2,975.8666667,49.3,31.0007731,31.93333333,2.05994E-07,0.998323555
2717,[668] N1 N2 N5 N3 S3 N7 S7 N5 N3 S3,2,975.8666667,49.3,31.0007731,31.93333333,2.63672E-05,0.998349922
2718,[732] N1 N2 N5 N3 S7 N5 N3 S7 N5 N2 N1 S8,0,975.9,49.33333333,31.03410643,31.96666667,4.88281E-07,0.99835041
2719,[669] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 S5,2,975.9,49.33333333,31.03410643,31.96666667,6.5918E-06,0.998357002
2720,[670] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 S7,2,975.9,49.33333333,31.03410643,31.96666667,8.23975E-07,0.998357826
2721,[710] N1 N2 N5 S7 N3 N5 N2 S5 N5 N3 S3,1,975.9333333,49.36666667,31.06743976,32,5.49316E-07,0.998358376
2722,[711] N1 N2 N5 S7 N3 N5 S5 N2 N5 N3 S3,1,975.9333333,49.36666667,31.06743976,32,5.49316E-07,0.998358925
2723,[671] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 S7,2,975.9333333,49.36666667,31.06743976,32,4.11987E-07,0.998359337
2724,[610] N1 N2 N5 N3 S7 N5 N3 S7 N5 S5,3,975.9333333,49.36666667,31.06743976,32,6.5918E-06,0.998365929
2725,[611] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S1,3,975.9333333,49.36666667,31.06743976,32,4.11987E-07,0.998366341
2726,[612] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S1,3,975.9333333,49.36666667,31.06743976,32,8.23975E-07,0.998367165
2727,[613] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S1,3,975.9333333,49.36666667,31.06743976,32,2.05994E-07,0.998367371
2728,[712] N1 N2 N5 N3 S7 N5 N2 S5 N5 N3 S3,1,975.9666667,49.4,31.1007731,32.03333333,2.19727E-06,0.998369568
2729,[672] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 S7,2,975.9666667,49.4,31.1007731,32.03333333,1.64795E-06,0.998371216
2730,[614] N1 N2 N5 N3 S7 N5 N3 S2 N4 S1,3,975.9666667,49.4,31.1007731,32.03333333,3.2959E-06,0.998374512
2731,[615] N1 N2 N5 N3 S3 N6 N4 S1 N2 N1 S8,3,975.9666667,49.4,31.1007731,32.03333333,6.5918E-06,0.998381104
2732,[616] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S1,3,975.9666667,49.4,31.1007731,32.03333333,1.64795E-06,0.998382751
2733,[733] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 N3 S7,0,976,49.43333333,31.13410643,32.06666667,2.44141E-07,0.998382996
2734,[617] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S8,3,976,49.43333333,31.13410643,32.06666667,1.31836E-05,0.998396179
2735,[618] N1 N2 N5 S7 N3 N5 S7 N3 N5 S5,3,976.0333333,49.46666667,31.16743976,32.1,8.23975E-07,0.998397003
2736,[619] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 S5,3,976.0333333,49.46666667,31.16743976,32.1,8.23975E-07,0.998397827
2737,[734] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 N2 S5,0,976.0666667,49.5,31.2007731,32.13333333,4.88281E-07,0.998398315
2738,[620] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 S5,3,976.0666667,49.5,31.2007731,32.13333333,3.2959E-06,0.998401611
2739,[621] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 S5,3,976.0666667,49.5,31.2007731,32.13333333,1.64795E-06,0.998403259
2740,[735] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 N3 S3,0,976.1,49.53333333,31.23410643,32.16666667,1.2207E-07,0.998403381
2741,[622] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 S5,3,976.1,49.53333333,31.23410643,32.16666667,4.11987E-07,0.998403793
2742,[673] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 S5,2,976.1333333,49.56666667,31.26743976,32.2,6.5918E-06,0.998410385
2743,[736] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 N2 S5,0,976.1666667,49.6,31.3007731,32.23333333,4.88281E-07,0.998410873
2744,[713] N1 N2 N5 S7 N3 N5 S7 N3 N5 N2 S5,1,976.2666667,49.7,31.4007731,32.33333333,5.49316E-07,0.998411423
2745,[674] N1 N2 N5 N3 S3 N6 N4 S2 N3 N5 S7,2,976.3,49.73333333,31.43410643,32.36666667,6.5918E-06,0.998418015
2746,[675] N1 N2 N5 N3 S7 N5 N3 S2 N4 N6 S3,2,976.3,49.73333333,31.43410643,32.36666667,1.31836E-05,0.998431198
2747,[676] N1 N2 N5 S5 N2 N5 N3 S3 N6 N4 S2,2,976.3,49.73333333,31.43410643,32.36666667,3.2959E-06,0.998434494
2748,[714] N1 N2 N5 N3 S7 N5 N3 S7 N5 N2 S5,1,976.3333333,49.76666667,31.46743976,32.4,4.39453E-06,0.998438889
2749,[623] N1 N2 N5 N3 S7 N7 S3 N6 N4 S2,3,976.3333333,49.76666667,31.46743976,32.4,5.27344E-05,0.998491623
2750,[677] N1 N2 N5 N3 S2 N4 N6 S3 N3 N5 S7,2,976.4,49.83333333,31.53410643,32.46666667,6.5918E-06,0.998498215
2751,[624] N1 N2 N5 S7 N3 N5 N2 N1 S8 N4 S2,3,976.4333333,49.86666667,31.56743976,32.5,3.2959E-06,0.998501511
2752,[737] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 N5 N3 S2,0,976.4666667,49.9,31.6007731,32.53333333,2.44141E-07,0.998501755
2753,[678] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S1,2,976.4666667,49.9,31.6007731,32.53333333,1.64795E-06,0.998503403
2754,[679] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S1,2,976.4666667,49.9,31.6007731,32.53333333,4.11987E-07,0.998503815
2755,[680] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S1,2,976.4666667,49.9,31.6007731,32.53333333,8.23975E-07,0.998504639
2756,[625] N1 N2 N5 N3 S7 N5 N2 N1 S8 N4 S2,3,976.4666667,49.9,31.6007731,32.53333333,1.31836E-05,0.998517822
2757,[626] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 N1 S4,3,976.4666667,49.9,31.6007731,32.53333333,1.64795E-06,0.99851947
2758,[627] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 N1 S4,3,976.4666667,49.9,31.6007731,32.53333333,4.11987E-07,0.998519882
2759,[681] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S1,2,976.5,49.93333333,31.63410643,32.56666667,3.2959E-06,0.998523178
2760,[628] N1 N2 N5 S7 N3 N5 S7 N3 N5 S7,3,976.5,49.93333333,31.63410643,32.56666667,8.23975E-07,0.998524002
2761,[629] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N1 S4,3,976.5,49.93333333,31.63410643,32.56666667,8.23975E-07,0.998524826
2762,[630] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N1 S4,3,976.5333333,49.96666667,31.66743976,32.6,3.2959E-06,0.998528122
2763,[738] N1 N2 N5 N3 S7 N5 N3 S3 N6 N4 S2,0,976.5666667,50,31.7007731,32.63333333,9.76563E-07,0.998529099
2764,[631] N1 N2 N5 S7 N7 S3 N3 N5 N2 N1 S1,3,976.6,50.03333333,31.73410643,32.66666667,3.2959E-06,0.998532394
2765,[632] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S1,3,976.6333333,50.06666667,31.76743976,32.7,1.31836E-05,0.998545578
2766,[633] N1 N2 S1 N1 N2 N5 N3 S3 N6 N4 S1,3,976.6333333,50.06666667,31.76743976,32.7,3.2959E-06,0.998548874
2767,[634] N1 N2 N5 N3 S3 N6 N4 S1 N1 N2 S1,3,976.6666667,50.1,31.8007731,32.73333333,6.5918E-06,0.998555466
2768,[739] N1 N2 N5 S7 N3 N5 S7 N3 N5 N2 N1 S1,0,976.7,50.13333333,31.83410643,32.76666667,6.10352E-08,0.998555527
2769,[682] N1 N2 N5 S7 N3 N5 N2 S1 N4 N6 S3,2,976.7,50.13333333,31.83410643,32.76666667,1.31836E-05,0.99856871
2770,[683] N1 N2 N5 N3 S7 N5 N2 S1 N4 N6 S3,2,976.7333333,50.16666667,31.86743976,32.8,5.27344E-05,0.998621445
2771,[740] N1 N2 N5 N3 S7 N5 N3 S7 N5 N2 N1 S1,0,976.7666667,50.2,31.9007731,32.83333333,4.88281E-07,0.998621933
2772,[715] N1 N2 N5 N3 S3 N7 S7 N3 N5 N2 S1,1,976.8,50.23333333,31.93410643,32.86666667,8.78906E-06,0.998630722
2773,[716] N1 N2 N5 N3 S7 N7 S3 N3 N5 N2 S1,1,976.8,50.23333333,31.93410643,32.86666667,8.78906E-06,0.998639511
2774,[684] N1 N2 N5 N3 S3 N6 N4 S1 N2 N5 S7,2,976.8333333,50.26666667,31.96743976,32.9,6.5918E-06,0.998646103
2775,[685] N1 N2 N5 S7 N3 N5 N2 N1 S1 N4 S2,2,976.8333333,50.26666667,31.96743976,32.9,3.2959E-06,0.998649399
2776,[635] N1 N2 N5 N3 S3 N6 N4 S1 N2 N1 S1,3,976.8333333,50.26666667,31.96743976,32.9,6.5918E-06,0.998655991
2777,[686] N1 N2 N5 N3 S7 N5 N2 N1 S1 N4 S2,2,976.8666667,50.3,32.0007731,32.93333333,1.31836E-05,0.998669174
2778,[636] N1 N2 S1 N4 N6 S3 N3 N5 N2 N1 S1,3,976.8666667,50.3,32.0007731,32.93333333,1.31836E-05,0.998682358
2779,[717] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 N5 N3 S2,1,977,50.43333333,32.13410643,33.06666667,6.86646E-08,0.998682426
2780,[687] N1 N2 N5 S7 N3 N5 N2 S5 N5 N2 N1 S4,2,977,50.43333333,32.13410643,33.06666667,1.64795E-06,0.998684074
2781,[718] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 N5 N3 S2,1,977.0333333,50.46666667,32.16743976,33.1,2.74658E-07,0.998684349
2782,[688] N1 N2 N5 N3 S7 N5 N2 S5 N5 N2 N1 S4,2,977.0333333,50.46666667,32.16743976,33.1,6.5918E-06,0.998690941
2783,[689] N1 N2 N5 S5 N2 N5 N3 S7 N5 N2 N1 S4,2,977.0333333,50.46666667,32.16743976,33.1,3.2959E-06,0.998694237
2784,[690] N1 N2 N5 S5 N2 N5 S7 N3 N5 N2 N1 S4,2,977.0333333,50.46666667,32.16743976,33.1,8.23975E-07,0.998695061
2785,[719] N1 N2 N5 S7 N3 N5 N2 N1 S1 N2 N5 N3 S2,1,977.0666667,50.5,32.2007731,33.13333333,1.37329E-07,0.998695198
2786,[720] N1 N2 N5 N3 S7 N5 N2 N1 S1 N2 N5 N3 S2,1,977.1,50.53333333,32.23410643,33.16666667,5.49316E-07,0.998695747
2787,[691] N1 N2 N5 N3 S3 N6 N4 S8 N1 N2 N5 S5,2,977.1333333,50.56666667,32.26743976,33.2,3.2959E-06,0.998699043
2788,[692] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S7,2,977.1666667,50.6,32.3007731,33.23333333,3.2959E-06,0.998702339
2789,[637] N1 N2 N5 N3 S3 N7 S7 N5 N2 N1 S4,3,977.1666667,50.6,32.3007731,33.23333333,2.63672E-05,0.998728706
