#,Pattern,,Time (seconds),,,,Probability,Cumulative probability,Node map
,,,Absolute,vs. best,vs. mean,vs. median,,,
1697,[333] N1 N2 N5 S5 N2 N1 S1 N2 N5 S7,3,61.555,37.148,18.305,19.316,0.000002 ,0.975329 ,
1697,[333] N1 N2 N5 S5 N2 S1 N1 N2 N5 S7,3,61.555,37.148,18.305,19.316,0.000001 ,0.975329 ,
1697,[333] N1 N2 S1 N1 N2 N5 S5 N2 N5 S7,3,61.555,37.148,18.305,19.316,0.000001 ,0.975329 ,
1697,[333] N1 N2 S5 N5 N2 N1 S1 N2 N5 S7,3,61.555,37.148,18.305,19.316,0.000007 ,0.975329 ,
1697,[333] N1 N2 S5 N5 N2 S1 N1 N2 N5 S7,3,61.555,37.148,18.305,19.316,0.000003 ,0.975329 ,
1702,[457] N1 N2 N5 S5 N2 N1 S1 N4 N6 S3,1,61.561,37.154,18.311,19.322,0.000035 ,0.975505 ,
1702,[457] N1 N2 S5 N5 N2 N1 S1 N4 N6 S3,1,61.561,37.154,18.311,19.322,0.000141 ,0.975505 ,
1704,[338] N1 S1 N2 N5 S5 N2 N5 N3 S7,3,61.572,37.165,18.322,19.333,0.000013 ,0.975518 ,
1705,[516] N1 N2 N5 N3 S7 N5 S5 N2 N5 S5,0,61.582,37.175,18.332,19.343,0.000001 ,0.975521 ,
1705,[516] N1 N2 N5 S5 N2 N5 N3 S7 N5 S5,0,61.582,37.175,18.332,19.343,0.000001 ,0.975521 ,
1705,[516] N1 N2 N5 S5 N2 N5 S7 N3 N5 S5,0,61.582,37.175,18.332,19.343,0.000000 ,0.975521 ,
1705,[516] N1 N2 N5 S7 N3 N5 S5 N2 N5 S5,0,61.582,37.175,18.332,19.343,0.000000 ,0.975521 ,
1709,[339] N1 S1 N2 N5 S5 N2 N5 N3 S3,3,61.589,37.182,18.339,19.35,0.000007 ,0.975527 ,
1710,[394] N1 N2 N5 N3 S7 N5 N2 S1 N1 S8,2,61.6,37.193,18.35,19.361,0.000013 ,0.975577 ,
1710,[394] N1 N2 N5 S7 N3 N5 N2 S1 N1 S8,2,61.6,37.193,18.35,19.361,0.000003 ,0.975577 ,
1710,[394] N1 S1 N2 N5 N3 S7 N5 N2 N1 S8,2,61.6,37.193,18.35,19.361,0.000026 ,0.975577 ,
1710,[394] N1 S1 N2 N5 S7 N3 N5 N2 N1 S8,2,61.6,37.193,18.35,19.361,0.000007 ,0.975577 ,
1714,[340] N1 N2 N5 S5 N2 N5 S5 N2 N1 S8,3,61.608,37.201,18.358,19.369,0.000002 ,0.975592 ,
1714,[340] N1 N2 S5 N5 N2 S5 N5 N2 N1 S8,3,61.608,37.201,18.358,19.369,0.000013 ,0.975592 ,
1716,[459] N1 N2 N5 S5 N2 N5 N3 S2 N4 S8,1,61.612,37.205,18.362,19.373,0.000002 ,0.975594 ,
1717,[460] N1 N2 S1 N4 N6 S3 N3 N5 S5,1,61.648,37.241,18.398,19.409,0.000070 ,0.975664 ,
1718,[398] N1 S1 N4 S8 N1 N2 N5 N3 S7,2,61.656,37.249,18.406,19.417,0.000211 ,0.976086 ,
1718,[398] N1 S8 N4 S1 N1 N2 N5 N3 S7,2,61.656,37.249,18.406,19.417,0.000211 ,0.976086 ,
1720,[342] N1 N2 N5 N3 S2 S3 N6 N4 S8,3,61.67,37.263,18.42,19.431,0.000026 ,0.976113 ,
1721,[400] N1 S1 N4 S8 N1 N2 N5 N3 S3,2,61.673,37.266,18.423,19.434,0.000105 ,0.976323 ,
1721,[400] N1 S8 N4 S1 N1 N2 N5 N3 S3,2,61.673,37.266,18.423,19.434,0.000105 ,0.976323 ,
1723,[520] N1 N2 N5 S7 N3 S3 N6 N4 S2,0,61.69,37.283,18.44,19.451,0.000008 ,0.976542 ,
1723,[343] N1 N2 S5 N5 N3 S3 N7 S7,3,61.69,37.283,18.44,19.451,0.000211 ,0.976542 ,
1725,[402] N1 N2 N5 S7 N7 S3 N6 N4 S8,2,61.703,37.296,18.453,19.464,0.000105 ,0.976648 ,
1726,[461] N1 N2 N5 N3 S2 N4 S1 N2 N5 S5,1,61.715,37.308,18.465,19.476,0.000002 ,0.976650 ,
1727,[344] N1 N2 S5 N5 N3 S2 N4 N6 S3,3,61.723,37.316,18.473,19.484,0.000053 ,0.976703 ,
1728,[403] N1 N2 N5 N3 S2 N4 S8 N1 N2 S5,2,61.756,37.349,18.506,19.517,0.000026 ,0.976729 ,
1729,[345] N1 N2 N5 S5 N2 N1 S1 N4 S8,3,61.774,37.367,18.524,19.535,0.000013 ,0.976795 ,
1729,[345] N1 N2 S5 N5 N2 N1 S1 N4 S8,3,61.774,37.367,18.524,19.535,0.000053 ,0.976795 ,
1731,[404] N1 N2 N5 N3 S2 S1 N2 N5 N3 S7,2,61.821,37.414,18.571,19.582,0.000026 ,0.976821 ,
1732,[405] N1 S8 N4 N6 S3 N3 N5 N2 S5,2,61.823,37.416,18.573,19.584,0.000422 ,0.977243 ,
1733,[462] N1 N2 S1 N1 N2 N5 S7 N3 N5 S7,1,61.836,37.429,18.586,19.597,0.000001 ,0.977244 ,
1734,[406] N1 N2 N5 N3 S2 S1 N2 N5 N3 S3,2,61.838,37.431,18.588,19.599,0.000013 ,0.977257 ,
1735,[463] N1 S1 N2 N5 N3 S7 N5 N3 S7,1,61.853,37.446,18.603,19.614,0.000035 ,0.977293 ,
1736,[464] N1 N2 N5 N3 S2 N4 N6 S3 N3 S2,1,61.859,37.452,18.609,19.62,0.000018 ,0.977310 ,
1737,[407] N1 N2 S5 N5 N2 S5 N5 N3 S7,2,61.861,37.454,18.611,19.622,0.000053 ,0.977363 ,
1738,[465] N1 S1 N2 N5 N3 S7 N5 N3 S3,1,61.87,37.463,18.62,19.631,0.000018 ,0.977380 ,
1739,[408] N1 N2 S5 N5 N2 S5 N5 N3 S3,2,61.878,37.471,18.628,19.639,0.000026 ,0.977407 ,
1740,[466] N1 N2 N5 N3 S7 N5 S5 N2 N1 S8,1,61.889,37.482,18.639,19.65,0.000009 ,0.977444 ,
1740,[466] N1 N2 N5 S7 N3 N5 S5 N2 N1 S8,1,61.889,37.482,18.639,19.65,0.000002 ,0.977444 ,
1740,[466] N1 N2 S5 N5 N3 S7 N5 N2 N1 S8,1,61.889,37.482,18.639,19.65,0.000018 ,0.977444 ,
1740,[466] N1 N2 S5 N5 S7 N3 N5 N2 N1 S8,1,61.889,37.482,18.639,19.65,0.000009 ,0.977444 ,
1744,[521] N1 N2 S1 N4 S8 N1 N2 N5 N3 S7,0,61.91,37.503,18.66,19.671,0.000008 ,0.977452 ,
1745,[347] N1 N2 S5 N5 N3 S7 N7 S3,3,61.919,37.512,18.669,19.68,0.000211 ,0.977663 ,
1746,[522] N1 N2 S1 N4 S8 N1 N2 N5 N3 S3,0,61.927,37.52,18.677,19.688,0.000004 ,0.977667 ,
1747,[470] N1 N2 N5 N3 S2 N4 S1 N1 N2 S5,1,61.959,37.552,18.709,19.72,0.000009 ,0.977676 ,
1748,[409] N1 N2 N5 S5 N2 N5 S5 N2 N5 S7,2,61.978,37.571,18.728,19.739,0.000002 ,0.977677 ,
1749,[523] N1 N2 N5 N3 S2 S3 N3 N5 N2 S5,0,62.01,37.603,18.76,19.771,0.000001 ,0.977680 ,
1749,[523] N1 N2 N5 N3 S3 S2 N3 N5 N2 S5,0,62.01,37.603,18.76,19.771,0.000002 ,0.977680 ,
1751,[410] N1 N2 N5 N3 S2 N4 S1 N2 N1 S8,2,62.022,37.615,18.772,19.783,0.000007 ,0.977713 ,
1751,[410] N1 N2 S1 N4 S2 N3 N5 N2 N1 S8,2,62.022,37.615,18.772,19.783,0.000026 ,0.977713 ,
1753,[471] N1 S1 N4 N6 S3 N3 N5 N2 S5,1,62.026,37.619,18.776,19.787,0.000141 ,0.977854 ,
1754,[348] N1 N2 N5 S5 N2 N5 S7 N7 S3,3,62.036,37.629,18.786,19.797,0.000013 ,0.977867 ,
1755,[472] N1 N2 N5 N3 S3 N7 S7 N3 S2,1,62.055,37.648,18.805,19.816,0.000070 ,0.978047 ,
1755,[472] N1 N2 N5 N3 S7 N7 S3 N3 S2,1,62.055,37.648,18.805,19.816,0.000070 ,0.978047 ,
1755,[412] N1 N2 N5 N3 S2 S3 N3 N5 S7,2,62.055,37.648,18.805,19.816,0.000013 ,0.978047 ,
1755,[412] N1 N2 N5 N3 S3 S2 N3 N5 S7,2,62.055,37.648,18.805,19.816,0.000026 ,0.978047 ,
1759,[349] N1 S1 N4 N6 S3 N3 N5 S7,3,62.071,37.664,18.821,19.832,0.000211 ,0.978258 ,
1760,[350] N1 N2 N5 S5 S4 N1 N2 N5 N3 S2,3,62.073,37.666,18.823,19.834,0.000013 ,0.978271 ,
1761,[474] N1 N2 N5 S7 N7 S3 N3 N5 S7,1,62.088,37.681,18.838,19.849,0.000018 ,0.978289 ,
1762,[414] N1 S1 N2 N5 N3 S3 N6 N4 S2,2,62.09,37.683,18.84,19.851,0.000053 ,0.978342 ,
1763,[475] N1 N2 N5 N3 S3 N6 N4 S8 N1 S1,1,62.126,37.719,18.876,19.887,0.000035 ,0.978517 ,
1763,[475] N1 S8 N4 N6 S3 N3 N5 N2 N1 S1,1,62.126,37.719,18.876,19.887,0.000141 ,0.978517 ,
1765,[525] N1 N2 S5 N5 N3 S7 N5 N3 S7,0,62.142,37.735,18.892,19.903,0.000008 ,0.978525 ,
1766,[526] N1 N2 S5 N5 N3 S7 N5 N3 S3,0,62.159,37.752,18.909,19.92,0.000004 ,0.978529 ,
1767,[351] N1 N2 S1 N1 N2 S1 N1 N2 N5 N3 S2,3,62.186,37.779,18.936,19.947,0.000000 ,0.978529 ,
1768,[352] N1 N2 S1 N1 N2 N5 N3 S3 S2,3,62.236,37.829,18.986,19.997,0.000007 ,0.978536 ,
1769,[353] N1 S1 N2 N5 N3 S7 N5 N2 S5,3,62.249,37.842,18.999,20.01,0.000026 ,0.978569 ,
1769,[353] N1 S1 N2 N5 S7 N3 N5 N2 S5,3,62.249,37.842,18.999,20.01,0.000007 ,0.978569 ,
1771,[527] N1 N2 N5 N3 S7 N5 N2 S5 N5 S7,0,62.259,37.852,19.009,20.02,0.000002 ,0.978573 ,
1771,[527] N1 N2 N5 N3 S7 N5 S5 N2 N5 S7,0,62.259,37.852,19.009,20.02,0.000001 ,0.978573 ,
1771,[527] N1 N2 N5 S5 N2 N5 S7 N3 N5 S7,0,62.259,37.852,19.009,20.02,0.000000 ,0.978573 ,
1771,[527] N1 N2 N5 S7 N3 N5 N2 S5 N5 S7,0,62.259,37.852,19.009,20.02,0.000000 ,0.978573 ,
1771,[527] N1 N2 N5 S7 N3 N5 S5 N2 N5 S7,0,62.259,37.852,19.009,20.02,0.000000 ,0.978573 ,
1776,[355] N1 N2 N5 S5 N2 S1 N4 N6 S3,3,62.273,37.866,19.023,20.034,0.000053 ,0.978837 ,
1776,[355] N1 N2 S5 N5 N2 S1 N4 N6 S3,3,62.273,37.866,19.023,20.034,0.000211 ,0.978837 ,
1778,[415] N1 N2 N5 N3 S7 N5 N3 S2 S3,2,62.284,37.877,19.034,20.045,0.000026 ,0.978863 ,
1779,[416] N1 N2 N5 N3 S3 N6 N4 S2 S1,2,62.29,37.883,19.04,20.051,0.000053 ,0.978916 ,
1780,[477] N1 N2 N5 S7 N3 N5 S7 N7 S3,1,62.317,37.91,19.067,20.078,0.000018 ,0.978933 ,
1781,[478] N1 N2 S1 N4 N6 S3 N3 N5 S7,1,62.325,37.918,19.075,20.086,0.000070 ,0.979004 ,
1782,[532] N1 S1 N4 N6 S3 N3 N5 N2 N1 S1,0,62.329,37.922,19.079,20.09,0.000016 ,0.979019 ,
1783,[479] N1 N2 S5 N5 N3 S3 N6 N4 S2,1,62.379,37.972,19.129,20.14,0.000035 ,0.979054 ,
1784,[480] N1 N2 N5 N3 S2 N4 S1 N2 N5 S7,1,62.392,37.985,19.142,20.153,0.000002 ,0.979057 ,
1785,[417] N1 N2 N5 N3 S7 N5 N2 N1 S1 S2,2,62.435,38.028,19.185,20.196,0.000026 ,0.979090 ,
1785,[417] N1 N2 N5 S7 N3 N5 N2 N1 S1 S2,2,62.435,38.028,19.185,20.196,0.000007 ,0.979090 ,
1787,[357] N1 N2 N5 N3 S2 N4 N6 S3 S2,3,62.504,38.097,19.254,20.265,0.000053 ,0.979169 ,
1787,[357] N1 N2 N5 N3 S2 S3 N6 N4 S2,3,62.504,38.097,19.254,20.265,0.000026 ,0.979169 ,
1789,[419] N1 N2 N5 S7 N7 S3 N6 N4 S2,2,62.537,38.13,19.287,20.298,0.000105 ,0.979274 ,
1790,[420] N1 N2 S5 N5 N3 S7 N5 N2 S5,2,62.538,38.131,19.288,20.299,0.000053 ,0.979353 ,
1790,[420] N1 N2 S5 N5 S7 N3 N5 N2 S5,2,62.538,38.131,19.288,20.299,0.000026 ,0.979353 ,
1792,[422] N1 S1 N2 N5 N3 S7 N5 N2 N1 S1,2,62.552,38.145,19.302,20.313,0.000026 ,0.979386 ,
1792,[422] N1 S1 N2 N5 S7 N3 N5 N2 N1 S1,2,62.552,38.145,19.302,20.313,0.000007 ,0.979386 ,
1794,[359] N1 N2 N5 S5 N2 N5 S5 N2 N1 S1,3,62.56,38.153,19.31,20.321,0.000002 ,0.979401 ,
1794,[359] N1 N2 S5 N5 N2 S5 N5 N2 N1 S1,3,62.56,38.153,19.31,20.321,0.000013 ,0.979401 ,
1796,[361] N1 N2 N5 N3 S2 S1 N1 N2 N5 N3 S2,3,62.604,38.197,19.354,20.365,0.000002 ,0.979403 ,
1797,[362] N1 N2 N5 S5 N2 N1 S1 N4 S2,3,62.608,38.201,19.358,20.369,0.000013 ,0.979469 ,
1797,[362] N1 N2 S5 N5 N2 N1 S1 N4 S2,3,62.608,38.201,19.358,20.369,0.000053 ,0.979469 ,
1799,[424] N1 N2 N5 S5 N2 N1 S1 N2 N5 N3 S2,2,62.609,38.202,19.359,20.37,0.000002 ,0.979482 ,
1799,[424] N1 N2 N5 S5 N2 S1 N1 N2 N5 N3 S2,2,62.609,38.202,19.359,20.37,0.000001 ,0.979482 ,
1799,[424] N1 N2 S1 N1 N2 N5 S5 N2 N5 N3 S2,2,62.609,38.202,19.359,20.37,0.000001 ,0.979482 ,
1799,[424] N1 N2 S5 N5 N2 N1 S1 N2 N5 N3 S2,2,62.609,38.202,19.359,20.37,0.000007 ,0.979482 ,
1799,[424] N1 N2 S5 N5 N2 S1 N1 N2 N5 N3 S2,2,62.609,38.202,19.359,20.37,0.000003 ,0.979482 ,
1804,[533] N1 N2 N5 S7 N3 S3 N6 N4 S1,0,62.641,38.234,19.391,20.402,0.000016 ,0.979497 ,
1805,[429] N1 N2 N5 S5 N2 N5 N3 S3 S2,2,62.659,38.252,19.409,20.42,0.000013 ,0.979511 ,
1806,[364] N1 N2 N5 N3 S2 N4 S1 N2 S5,3,62.671,38.264,19.421,20.432,0.000007 ,0.979544 ,
1806,[364] N1 N2 S1 N4 S2 N3 N5 N2 S5,3,62.671,38.264,19.421,20.432,0.000026 ,0.979544 ,
1808,[366] N1 N2 N5 N3 S7 N7 S3 S2,3,62.7,38.293,19.45,20.461,0.000422 ,0.979965 ,
1809,[430] N1 N2 N5 N3 S7 N5 N2 S5 S4,2,62.715,38.308,19.465,20.476,0.000105 ,0.980097 ,
1809,[430] N1 N2 N5 S7 N3 N5 N2 S5 S4,2,62.715,38.308,19.465,20.476,0.000026 ,0.980097 ,
1811,[367] N1 N2 N5 N3 S2 N4 S8 N1 N2 S1,3,62.771,38.364,19.521,20.532,0.000007 ,0.980104 ,
1812,[534] N1 N2 N5 N3 S7 N5 N2 S1 N1 N2 S1,0,62.806,38.399,19.556,20.567,0.000000 ,0.980105 ,
1812,[534] N1 N2 N5 S7 N3 N5 N2 S1 N1 N2 S1,0,62.806,38.399,19.556,20.567,0.000000 ,0.980105 ,
1812,[534] N1 N2 S1 N1 N2 N5 N3 S7 N5 N2 S1,0,62.806,38.399,19.556,20.567,0.000000 ,0.980105 ,
1812,[534] N1 N2 S1 N1 N2 N5 S7 N3 N5 N2 S1,0,62.806,38.399,19.556,20.567,0.000000 ,0.980105 ,
1816,[368] N1 S8 N4 N6 S3 N3 N5 N2 S1,3,62.838,38.431,19.588,20.599,0.000211 ,0.980316 ,
1817,[481] N1 N2 N5 N3 S7 N5 S5 N2 N1 S1,1,62.841,38.434,19.591,20.602,0.000009 ,0.980353 ,
1817,[481] N1 N2 N5 S7 N3 N5 S5 N2 N1 S1,1,62.841,38.434,19.591,20.602,0.000002 ,0.980353 ,
1817,[481] N1 N2 S5 N5 N3 S7 N5 N2 N1 S1,1,62.841,38.434,19.591,20.602,0.000018 ,0.980353 ,
1817,[481] N1 N2 S5 N5 S7 N3 N5 N2 N1 S1,1,62.841,38.434,19.591,20.602,0.000009 ,0.980353 ,
1821,[538] N1 N2 S1 N1 N2 N5 N3 S7 N5 N3 S2,0,62.89,38.483,19.64,20.651,0.000000 ,0.980354 ,
1822,[432] N1 N2 N5 N3 S3 N6 N4 S1 S2,2,62.924,38.517,19.674,20.685,0.000105 ,0.980459 ,
1823,[539] N1 N2 N5 N3 S7 N5 N3 S3 S2,0,62.94,38.533,19.69,20.701,0.000004 ,0.980463 ,
1824,[433] N1 N2 N5 S7 N3 N5 S7 N3 S2,2,62.948,38.541,19.698,20.709,0.000007 ,0.980470 ,
1825,[434] N1 N2 N5 N3 S2 N4 S1 N1 N2 S1,2,62.974,38.567,19.724,20.735,0.000007 ,0.980512 ,
1825,[434] N1 N2 N5 N3 S2 N4 S1 N2 N1 S1,2,62.974,38.567,19.724,20.735,0.000007 ,0.980512 ,
1825,[434] N1 N2 S1 N1 N2 N5 N3 S2 N4 S1,2,62.974,38.567,19.724,20.735,0.000003 ,0.980512 ,
1825,[434] N1 N2 S1 N4 S2 N3 N5 N2 N1 S1,2,62.974,38.567,19.724,20.735,0.000026 ,0.980512 ,
1829,[485] N1 N2 N5 N3 S3 N6 N4 S8 N1 S4,1,63.01,38.603,19.76,20.771,0.000070 ,0.980864 ,
1829,[485] N1 S8 N4 N6 S3 N3 N5 N2 N1 S4,1,63.01,38.603,19.76,20.771,0.000281 ,0.980864 ,
1831,[438] N1 N2 N5 N3 S3 S2 N4 S1,2,63.024,38.617,19.774,20.785,0.000053 ,0.980917 ,
1832,[487] N1 N2 N5 N3 S2 S3 N3 N5 N2 S1,1,63.025,38.618,19.775,20.786,0.000004 ,0.980930 ,
1832,[487] N1 N2 N5 N3 S3 S2 N3 N5 N2 S1,1,63.025,38.618,19.775,20.786,0.000009 ,0.980930 ,
1834,[489] N1 N2 N5 S5 N2 N5 S5 N2 N5 N3 S2,1,63.032,38.625,19.782,20.793,0.000001 ,0.980930 ,
1835,[439] N1 S1 N2 N5 N3 S3 N6 N4 S1,2,63.041,38.634,19.791,20.802,0.000105 ,0.981247 ,
1835,[439] N1 S1 N4 N6 S3 N3 N5 N2 S1,2,63.041,38.634,19.791,20.802,0.000211 ,0.981247 ,
1837,[540] N1 N2 N5 N3 S3 N7 S7 N5 N2 S1,0,63.058,38.651,19.808,20.819,0.000008 ,0.981257 ,
1837,[540] N1 N2 N5 S7 N7 S3 N3 N5 N2 S1,0,63.058,38.651,19.808,20.819,0.000002 ,0.981257 ,
1839,[490] N1 N2 N5 S5 S4 N1 N2 N5 N3 S7,1,63.078,38.671,19.828,20.839,0.000035 ,0.981292 ,
1840,[491] N1 N2 N5 S5 S4 N1 N2 N5 N3 S3,1,63.095,38.688,19.845,20.856,0.000018 ,0.981309 ,
1841,[542] N1 N2 N5 N3 S3 N7 S7 N5 N3 S2,0,63.142,38.735,19.892,20.903,0.000004 ,0.981313 ,
1842,[492] N1 N2 S1 N1 N2 S1 N1 N2 N5 N3 S7,1,63.191,38.784,19.941,20.952,0.000001 ,0.981314 ,
1843,[493] N1 N2 S1 N1 N2 S1 N1 N2 N5 N3 S3,1,63.208,38.801,19.958,20.969,0.000001 ,0.981315 ,
1844,[543] N1 N2 N5 N3 S3 N6 N4 S1 N1 S4,0,63.213,38.806,19.963,20.974,0.000016 ,0.981362 ,
1844,[543] N1 S1 N4 N6 S3 N3 N5 N2 N1 S4,0,63.213,38.806,19.963,20.974,0.000031 ,0.981362 ,
1846,[369] N1 N2 S1 N1 N2 N5 S7 N3 S3,3,63.266,38.859,20.016,21.027,0.000007 ,0.981368 ,
1847,[545] N1 N2 S1 N4 N6 S3 N3 N5 N2 S1,0,63.295,38.888,20.045,21.056,0.000008 ,0.981376 ,
1848,[494] N1 N2 N5 N3 S2 N4 S8 N1 N2 N5 S5,1,63.3,38.893,20.05,21.061,0.000002 ,0.981378 ,
1849,[495] N1 N2 S5 N5 N3 S3 N6 N4 S1,1,63.33,38.923,20.08,21.091,0.000070 ,0.981449 ,
1850,[441] N1 N2 N5 N3 S7 N5 N2 S5 S6,2,63.332,38.925,20.082,21.093,0.000053 ,0.981515 ,
1850,[441] N1 N2 N5 S7 N3 N5 N2 S5 S6,2,63.332,38.925,20.082,21.093,0.000013 ,0.981515 ,
1852,[496] N1 N2 N5 S7 N3 S3 N6 N4 S8,1,63.356,38.949,20.106,21.117,0.000035 ,0.981550 ,
1853,[497] N1 N2 N5 S5 N2 N5 N3 S2 N4 S1,1,63.397,38.99,20.147,21.158,0.000002 ,0.981552 ,
1854,[370] N1 N2 S1 N4 S8 N1 N2 N5 N3 S2,3,63.405,38.998,20.155,21.166,0.000013 ,0.981565 ,
1855,[443] N1 N2 N5 N3 S7 N5 N2 S1 N1 S4,2,63.436,39.029,20.186,21.197,0.000026 ,0.981664 ,
1855,[443] N1 N2 N5 S7 N3 N5 N2 S1 N1 S4,2,63.436,39.029,20.186,21.197,0.000007 ,0.981664 ,
1855,[443] N1 S1 N2 N5 N3 S7 N5 N2 N1 S4,2,63.436,39.029,20.186,21.197,0.000053 ,0.981664 ,
1855,[443] N1 S1 N2 N5 S7 N3 N5 N2 N1 S4,2,63.436,39.029,20.186,21.197,0.000013 ,0.981664 ,
1859,[498] N1 N2 S1 N1 N2 N5 N3 S3 N7 S7,1,63.443,39.036,20.193,21.204,0.000018 ,0.981682 ,
1860,[371] N1 N2 N5 S5 N2 N5 S5 N2 N1 S4,3,63.444,39.037,20.194,21.205,0.000003 ,0.981711 ,
1860,[371] N1 N2 S5 N5 N2 S5 N5 N2 N1 S4,3,63.444,39.037,20.194,21.205,0.000026 ,0.981711 ,
1862,[546] N1 N2 N5 N3 S2 N4 S1 N2 N5 N3 S2,0,63.446,39.039,20.196,21.207,0.000000 ,0.981712 ,
1863,[373] N1 N2 N5 N3 S2 S3 N6 N4 S1,3,63.455,39.048,20.205,21.216,0.000053 ,0.981764 ,
1864,[499] N1 N2 S1 N1 N2 N5 N3 S2 N4 N6 S3,1,63.476,39.069,20.226,21.237,0.000004 ,0.981769 ,
1865,[447] N1 N2 N5 S7 N7 S3 N6 N4 S1,2,63.488,39.081,20.238,21.249,0.000211 ,0.981980 ,
1866,[374] N1 N2 N5 S7 N3 S3 N7 S7,3,63.501,39.094,20.251,21.262,0.000211 ,0.982296 ,
1866,[374] N1 N2 N5 S7 N7 S3 N3 S7,3,63.501,39.094,20.251,21.262,0.000105 ,0.982296 ,
1868,[547] N1 N2 N5 N3 S2 N4 S1 N1 N2 N5 S5,0,63.503,39.096,20.253,21.264,0.000000 ,0.982296 ,
1869,[500] N1 N2 N5 N3 S3 N6 N4 S2 S3,1,63.526,39.119,20.276,21.287,0.000035 ,0.982402 ,
1869,[500] N1 N2 N5 N3 S3 S2 N4 N6 S3,1,63.526,39.119,20.276,21.287,0.000070 ,0.982402 ,
1871,[376] N1 N2 N5 S7 N3 S2 N4 N6 S3,3,63.534,39.127,20.284,21.295,0.000026 ,0.982428 ,
1872,[377] N1 N2 N5 N3 S7 N5 S5 N2 S1,3,63.553,39.146,20.303,21.314,0.000013 ,0.982484 ,
1872,[377] N1 N2 N5 S7 N3 N5 S5 N2 S1,3,63.553,39.146,20.303,21.314,0.000003 ,0.982484 ,
1872,[377] N1 N2 S5 N5 N3 S7 N5 N2 S1,3,63.553,39.146,20.303,21.314,0.000026 ,0.982484 ,
1872,[377] N1 N2 S5 N5 S7 N3 N5 N2 S1,3,63.553,39.146,20.303,21.314,0.000013 ,0.982484 ,
1876,[502] N1 N2 N5 N3 S2 S1 N1 N2 N5 N3 S7,1,63.609,39.202,20.359,21.37,0.000004 ,0.982488 ,
1877,[548] N1 N2 N5 S5 N2 N1 S1 N2 N5 N3 S7,0,63.614,39.207,20.364,21.375,0.000000 ,0.982492 ,
1877,[548] N1 N2 N5 S5 N2 S1 N1 N2 N5 N3 S7,0,63.614,39.207,20.364,21.375,0.000000 ,0.982492 ,
1877,[548] N1 N2 S1 N1 N2 N5 S5 N2 N5 N3 S7,0,63.614,39.207,20.364,21.375,0.000000 ,0.982492 ,
1877,[548] N1 N2 S5 N5 N2 N1 S1 N2 N5 N3 S7,0,63.614,39.207,20.364,21.375,0.000002 ,0.982492 ,
1877,[548] N1 N2 S5 N5 N2 S1 N1 N2 N5 N3 S7,0,63.614,39.207,20.364,21.375,0.000001 ,0.982492 ,
1882,[503] N1 N2 N5 N3 S2 S1 N1 N2 N5 N3 S3,1,63.626,39.219,20.376,21.387,0.000002 ,0.982495 ,
1883,[553] N1 N2 N5 S5 N2 N1 S1 N2 N5 N3 S3,0,63.631,39.224,20.381,21.392,0.000000 ,0.982497 ,
1883,[553] N1 N2 N5 S5 N2 S1 N1 N2 N5 N3 S3,0,63.631,39.224,20.381,21.392,0.000000 ,0.982497 ,
1883,[553] N1 N2 S1 N1 N2 N5 S5 N2 N5 N3 S3,0,63.631,39.224,20.381,21.392,0.000000 ,0.982497 ,
1883,[553] N1 N2 S5 N5 N2 N1 S1 N2 N5 N3 S3,0,63.631,39.224,20.381,21.392,0.000001 ,0.982497 ,
1883,[553] N1 N2 S5 N5 N2 S1 N1 N2 N5 N3 S3,0,63.631,39.224,20.381,21.392,0.000000 ,0.982497 ,
1888,[381] N1 N2 S5 N5 N3 S7 N5 N3 S2,3,63.637,39.23,20.387,21.398,0.000013 ,0.982510 ,
1889,[448] N1 N2 S1 N1 N2 N5 N3 S7 N5 S5,2,63.659,39.252,20.409,21.42,0.000007 ,0.982518 ,
1889,[448] N1 N2 S1 N1 N2 N5 S7 N3 N5 S5,2,63.659,39.252,20.409,21.42,0.000002 ,0.982518 ,
1891,[504] N1 N2 S1 N1 N2 N5 N3 S7 N7 S3,1,63.672,39.265,20.422,21.433,0.000018 ,0.982536 ,
1892,[450] N1 S8 N4 N6 S3 N3 N5 N2 N1 S8,2,63.674,39.267,20.424,21.435,0.000211 ,0.982746 ,
1893,[382] N1 N2 N5 S5 N2 N5 N3 S7 S6,3,63.687,39.28,20.437,21.448,0.000026 ,0.982773 ,
1894,[451] N1 N2 N5 S5 N2 N5 S7 N3 S3,2,63.689,39.282,20.439,21.45,0.000013 ,0.982788 ,
1894,[383] N1 N2 S1 N1 N2 N5 N3 S2 N4 S8,3,63.689,39.282,20.439,21.45,0.000002 ,0.982788 ,
1896,[505] N1 N2 N5 N3 S2 N4 N6 S3 N7 S7,1,63.711,39.304,20.461,21.472,0.000141 ,0.982928 ,
1897,[506] N1 N2 N5 N3 S7 N5 S5 N2 N1 S4,1,63.725,39.318,20.475,21.486,0.000018 ,0.983003 ,
1897,[506] N1 N2 N5 S7 N3 N5 S5 N2 N1 S4,1,63.725,39.318,20.475,21.486,0.000004 ,0.983003 ,
1897,[506] N1 N2 S5 N5 N3 S7 N5 N2 N1 S4,1,63.725,39.318,20.475,21.486,0.000035 ,0.983003 ,
1897,[506] N1 N2 S5 N5 S7 N3 N5 N2 N1 S4,1,63.725,39.318,20.475,21.486,0.000018 ,0.983003 ,
